,Win Rate,Point Diff,Points,FG%,3P%,FT%
Intercept,0.4730561470661514,-0.4615778530311874,113.26418650341314,0.4669044127888766,0.35914446259729693,0.7914549166687206
B2B,-0.11648169452581954,-6.368211061527477,-4.079165868774583,-0.014233125542859895,-0.017907648032598866,-0.011477111246451205
HOME,0.0946796750933004,3.015656941494109,1.5468497876965686,0.005601872030057232,0.007623940396255819,-0.007824005588841533
TRAVEL_PROXY,-0.01091572570629549,-0.8013972048810674,0.21883845761324638,6.187580695463015e-06,-0.0015369892630381235,-0.011989667731531978
B2B:TRAVEL_PROXY,0.07386124631131336,3.76848051353177,1.3265873662912702,0.004664921950730023,0.0023330716436235307,0.006758925082004266
B2B:HOME,0.004174065798825989,2.7046202932668235,2.583237292452729,0.00826057687699802,0.015072878512576625,0.022613680371141212
