TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,REB,AST,FG_PCT,FG3_PCT,FT_PCT,HOME_AWAY,OPP_ABBREVIATION,CURRENT_VENUE_GROUP,PREV_GAME_DATE,PREV_VENUE_GROUP,REST_DAYS,REST_BUCKET,WIN,B2B,TRAVEL_PROXY,OPP_PTS,POINT_DIFF
1610612738,BOS,Boston Celtics,0022400407,2024-12-25,BOS vs. PHI,L,114,51,24,0.453,0.408,0.615,Home,PHI,Boston,2024-12-23,Orlando,1.0,1 day,0,0,1,118,-4
1610612738,BOS,Boston Celtics,0022400420,2024-12-27,BOS vs. IND,W,142,52,31,0.511,0.411,0.862,Home,IND,Boston,2024-12-25,Boston,1.0,1 day,1,0,0,105,37
1610612738,BOS,Boston Celtics,0022400437,2024-12-29,BOS vs. IND,L,114,41,26,0.462,0.296,0.632,Home,IND,Boston,2024-12-27,Boston,1.0,1 day,0,0,0,123,-9
1610612738,BOS,Boston Celtics,0022400449,2024-12-31,BOS vs. TOR,W,125,49,29,0.54,0.512,0.6,Home,TOR,Boston,2024-12-29,Boston,1.0,1 day,1,0,0,71,54
1610612738,BOS,Boston Celtics,0022400464,2025-01-02,BOS @ MIN,W,118,31,30,0.5,0.386,0.667,Away,MIN,Minneapolis,2024-12-31,Boston,1.0,1 day,1,0,1,115,3
1610612738,BOS,Boston Celtics,0022400471,2025-01-03,BOS @ HOU,W,109,41,20,0.506,0.487,0.667,Away,HOU,Houston,2025-01-02,Minneapolis,0.0,0 days,1,1,1,86,23
1610612738,BOS,Boston Celtics,0022400487,2025-01-05,BOS @ OKC,L,92,48,17,0.365,0.196,0.875,Away,OKC,Oklahoma City,2025-01-03,Houston,1.0,1 day,0,0,1,105,-13
1610612738,BOS,Boston Celtics,0022400507,2025-01-07,BOS @ DEN,W,118,41,30,0.5,0.343,0.9,Away,DEN,Denver,2025-01-05,Oklahoma City,1.0,1 day,1,0,1,106,12
1610612738,BOS,Boston Celtics,0022400528,2025-01-10,BOS vs. SAC,L,97,43,22,0.405,0.268,0.818,Home,SAC,Boston,2025-01-07,Denver,2.0,2+ days,0,0,1,114,-17
1610612738,BOS,Boston Celtics,0022400542,2025-01-12,BOS vs. NOP,W,120,55,23,0.436,0.295,0.826,Home,NOP,Boston,2025-01-10,Boston,1.0,1 day,1,0,0,119,1
1610612738,BOS,Boston Celtics,0022400562,2025-01-15,BOS @ TOR,L,97,45,24,0.396,0.348,0.5,Away,TOR,Toronto,2025-01-12,Boston,2.0,2+ days,0,0,1,110,-13
1610612738,BOS,Boston Celtics,0022400577,2025-01-17,BOS vs. ORL,W,121,41,25,0.525,0.459,0.909,Home,ORL,Boston,2025-01-15,Toronto,1.0,1 day,1,0,1,94,27
1610612738,BOS,Boston Celtics,0022400587,2025-01-18,BOS vs. ATL,L,115,53,23,0.385,0.288,0.87,Home,ATL,Boston,2025-01-17,Boston,0.0,0 days,0,1,0,119,-4
1610612738,BOS,Boston Celtics,0022400604,2025-01-20,BOS @ GSW,W,125,50,33,0.533,0.417,0.875,Away,GSW,Bay Area,2025-01-18,Boston,1.0,1 day,1,0,1,85,40
1610612738,BOS,Boston Celtics,0022400620,2025-01-22,BOS @ LAC,W,117,32,24,0.456,0.38,0.8,Away,LAC,Los Angeles,2025-01-20,Bay Area,1.0,1 day,1,0,1,113,4
1610612738,BOS,Boston Celtics,0022400629,2025-01-23,BOS @ LAL,L,96,42,23,0.385,0.341,0.667,Away,LAL,Los Angeles,2025-01-22,Los Angeles,0.0,0 days,0,1,0,117,-21
1610612738,BOS,Boston Celtics,0022400635,2025-01-25,BOS @ DAL,W,122,51,33,0.427,0.385,0.737,Away,DAL,Dallas,2025-01-23,Los Angeles,1.0,1 day,1,0,1,107,15
1610612738,BOS,Boston Celtics,0022400650,2025-01-27,BOS vs. HOU,L,112,41,21,0.488,0.385,0.95,Home,HOU,Boston,2025-01-25,Dallas,1.0,1 day,0,0,1,114,-2
1610612738,BOS,Boston Celtics,0022400666,2025-01-29,BOS vs. CHI,W,122,45,32,0.471,0.409,0.815,Home,CHI,Boston,2025-01-27,Boston,1.0,1 day,1,0,0,100,22
1610612738,BOS,Boston Celtics,0022400683,2025-01-31,BOS @ NOP,W,118,35,32,0.5,0.39,0.692,Away,NOP,New Orleans,2025-01-29,Boston,1.0,1 day,1,0,1,116,2
1610612738,BOS,Boston Celtics,0022400698,2025-02-02,BOS @ PHI,W,118,38,34,0.5,0.429,0.813,Away,PHI,Philadelphia,2025-01-31,New Orleans,1.0,1 day,1,0,1,110,8
