GAME_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,MATCHUP,WL,PTS,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,OREB,AST,TOV,HOME_AWAY,OPPONENT_ABBREVIATION,PREV_GAME,REST_DAYS_NUM,REST_DAYS,OPP_REST_DAYS,OPP_REST_DAYS_NUM,REST_MATCHUP,REST_DAYS_NUM_CAT,OPP_REST_DAYS_NUM_CAT,REST_ADVANTAGE,REST_COMPARISON_GROUP,BACK_TO_BACK,B2B_VS_RESTED_OPP
0022400488,CLE,Cleveland Cavaliers,2025-01-05,CLE vs. CHA,1,115,0.478,0.349,0.75,10,9,29,12,1,CHA,2025-01-03,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400509,CLE,Cleveland Cavaliers,2025-01-08,CLE vs. OKC,1,129,0.522,0.417,0.741,7,12,36,15,1,OKC,2025-01-05,2.0,2+,2+,2.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400517,CLE,Cleveland Cavaliers,2025-01-09,CLE vs. TOR,1,132,0.528,0.4,0.8,6,16,31,11,1,TOR,2025-01-08,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022400543,CLE,Cleveland Cavaliers,2025-01-12,CLE vs. IND,0,93,0.398,0.268,0.889,-15,6,24,13,1,IND,2025-01-09,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400554,CLE,Cleveland Cavaliers,2025-01-14,CLE @ IND,1,127,0.483,0.341,0.839,10,14,25,15,0,IND,2025-01-12,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400574,CLE,Cleveland Cavaliers,2025-01-16,CLE @ OKC,0,114,0.467,0.31,0.81,-20,11,32,21,0,OKC,2025-01-14,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400590,CLE,Cleveland Cavaliers,2025-01-18,CLE @ MIN,1,124,0.457,0.354,0.92,7,13,27,8,0,MIN,2025-01-16,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400603,CLE,Cleveland Cavaliers,2025-01-20,CLE vs. PHX,1,118,0.432,0.413,0.739,26,15,27,9,1,PHX,2025-01-18,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400615,CLE,Cleveland Cavaliers,2025-01-22,CLE @ HOU,0,108,0.423,0.317,0.684,-1,20,25,13,0,HOU,2025-01-20,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400631,CLE,Cleveland Cavaliers,2025-01-24,CLE @ PHI,0,129,0.5,0.481,0.737,-3,10,30,16,0,PHI,2025-01-22,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400640,CLE,Cleveland Cavaliers,2025-01-25,CLE vs. HOU,0,131,0.516,0.436,0.769,-4,10,28,11,1,HOU,2025-01-24,0.0,0,2+,2.0,0 vs 2+,0,2,-2,2+ dias de diferença (0 vs 2+),1,1
0022400649,CLE,Cleveland Cavaliers,2025-01-27,CLE vs. DET,1,110,0.44,0.273,0.783,19,12,28,10,1,DET,2025-01-25,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400667,CLE,Cleveland Cavaliers,2025-01-29,CLE @ MIA,1,126,0.54,0.31,0.833,20,13,29,7,0,MIA,2025-01-27,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400675,CLE,Cleveland Cavaliers,2025-01-30,CLE vs. ATL,1,137,0.582,0.333,0.9,22,10,34,12,1,ATL,2025-01-29,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400696,CLE,Cleveland Cavaliers,2025-02-02,CLE vs. DAL,1,144,0.57,0.578,0.75,43,3,39,9,1,DAL,2025-01-30,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400710,CLE,Cleveland Cavaliers,2025-02-04,CLE vs. BOS,0,105,0.396,0.282,0.846,-7,14,18,13,1,BOS,2025-02-02,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400718,CLE,Cleveland Cavaliers,2025-02-05,CLE @ DET,1,118,0.482,0.421,0.833,3,11,28,24,0,DET,2025-02-04,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400735,CLE,Cleveland Cavaliers,2025-02-07,CLE @ WAS,1,134,0.511,0.421,0.917,10,15,32,14,0,WAS,2025-02-05,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400755,CLE,Cleveland Cavaliers,2025-02-10,CLE vs. MIN,1,128,0.511,0.395,0.75,21,14,27,17,1,MIN,2025-02-07,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400774,CLE,Cleveland Cavaliers,2025-02-12,CLE @ TOR,1,131,0.485,0.34,0.85,23,13,34,13,0,TOR,2025-02-10,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400791,CLE,Cleveland Cavaliers,2025-02-20,CLE @ BKN,1,110,0.426,0.282,0.704,13,17,19,17,0,BKN,2025-02-12,7.0,2+,2+,7.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400797,CLE,Cleveland Cavaliers,2025-02-21,CLE vs. NYK,1,142,0.609,0.514,0.733,37,11,38,15,1,NYK,2025-02-20,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022400819,CLE,Cleveland Cavaliers,2025-02-23,CLE vs. MEM,1,129,0.465,0.277,0.686,6,22,25,14,1,MEM,2025-02-21,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400830,CLE,Cleveland Cavaliers,2025-02-25,CLE @ ORL,1,122,0.563,0.594,0.813,40,9,25,12,0,ORL,2025-02-23,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400852,CLE,Cleveland Cavaliers,2025-02-28,CLE @ BOS,1,123,0.479,0.436,0.842,7,14,23,8,0,BOS,2025-02-25,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400867,CLE,Cleveland Cavaliers,2025-03-02,CLE vs. POR,1,133,0.433,0.413,0.857,4,13,27,15,1,POR,2025-02-28,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400886,CLE,Cleveland Cavaliers,2025-03-04,CLE @ CHI,1,139,0.469,0.354,0.909,22,11,27,9,0,CHI,2025-03-02,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400893,CLE,Cleveland Cavaliers,2025-03-05,CLE vs. MIA,1,112,0.471,0.35,0.727,5,10,26,13,1,MIA,2025-03-04,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400904,CLE,Cleveland Cavaliers,2025-03-07,CLE @ CHA,1,118,0.421,0.324,0.843,1,9,16,14,0,CHA,2025-03-05,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400922,CLE,Cleveland Cavaliers,2025-03-09,CLE @ MIL,1,112,0.443,0.404,0.789,12,13,25,15,0,MIL,2025-03-07,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400940,CLE,Cleveland Cavaliers,2025-03-11,CLE vs. BKN,1,109,0.438,0.238,0.84,5,12,23,15,1,BKN,2025-03-09,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400962,CLE,Cleveland Cavaliers,2025-03-14,CLE @ MEM,1,133,0.5,0.373,0.788,9,8,32,16,0,MEM,2025-03-11,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400979,CLE,Cleveland Cavaliers,2025-03-16,CLE vs. ORL,0,103,0.417,0.25,0.65,-5,16,21,14,1,ORL,2025-03-14,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400997,CLE,Cleveland Cavaliers,2025-03-18,CLE @ LAC,0,119,0.489,0.341,0.654,-13,10,29,9,0,LAC,2025-03-16,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401009,CLE,Cleveland Cavaliers,2025-03-19,CLE @ SAC,0,119,0.548,0.382,0.778,-4,8,24,12,0,SAC,2025-03-18,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022401021,CLE,Cleveland Cavaliers,2025-03-21,CLE @ PHX,0,112,0.447,0.378,0.786,-11,16,24,11,0,PHX,2025-03-19,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401030,CLE,Cleveland Cavaliers,2025-03-23,CLE @ UTA,1,120,0.458,0.229,0.677,29,14,28,7,0,UTA,2025-03-21,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401051,CLE,Cleveland Cavaliers,2025-03-25,CLE @ POR,1,122,0.545,0.444,0.824,11,9,28,14,0,POR,2025-03-23,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401059,CLE,Cleveland Cavaliers,2025-03-27,CLE vs. SAS,1,124,0.465,0.354,0.833,8,14,33,14,1,SAS,2025-03-25,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401067,CLE,Cleveland Cavaliers,2025-03-28,CLE @ DET,0,122,0.464,0.375,0.763,-11,11,16,15,0,DET,2025-03-27,0.0,0,2+,2.0,0 vs 2+,0,2,-2,2+ dias de diferença (0 vs 2+),1,1
0022401081,CLE,Cleveland Cavaliers,2025-03-30,CLE vs. LAC,1,127,0.505,0.333,0.783,5,10,33,10,1,LAC,2025-03-28,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401103,CLE,Cleveland Cavaliers,2025-04-02,CLE vs. NYK,1,124,0.532,0.324,0.857,19,15,23,13,1,NYK,2025-03-30,2.0,2+,0,0.0,2+ vs 0,2,0,2,2+ dias de diferença (0 vs 2+),0,0
0022401124,CLE,Cleveland Cavaliers,2025-04-04,CLE @ SAS,1,114,0.471,0.431,0.714,1,7,31,17,0,SAS,2025-04-02,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401138,CLE,Cleveland Cavaliers,2025-04-06,CLE vs. SAC,0,113,0.523,0.263,0.579,-7,13,31,16,1,SAC,2025-04-04,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401147,CLE,Cleveland Cavaliers,2025-04-08,CLE vs. CHI,1,135,0.51,0.5,0.615,22,16,35,13,1,CHI,2025-04-06,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401168,CLE,Cleveland Cavaliers,2025-04-10,CLE @ IND,0,112,0.439,0.459,0.692,-2,11,24,11,0,IND,2025-04-08,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401175,CLE,Cleveland Cavaliers,2025-04-11,CLE @ NYK,1,108,0.494,0.355,0.7,6,13,23,15,0,NYK,2025-04-10,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022401189,CLE,Cleveland Cavaliers,2025-04-13,CLE vs. IND,0,118,0.383,0.3,0.545,-8,18,21,22,1,IND,2025-04-11,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400095,DAL,Dallas Mavericks,2024-10-26,DAL @ PHX,0,102,0.398,0.317,0.833,-12,12,22,9,0,PHX,2024-10-24,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400110,DAL,Dallas Mavericks,2024-10-28,DAL vs. UTA,1,110,0.453,0.282,0.765,8,13,27,14,1,UTA,2024-10-26,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400114,DAL,Dallas Mavericks,2024-10-29,DAL @ MIN,1,120,0.484,0.41,0.778,6,12,25,10,0,MIN,2024-10-28,0.0,0,2+,2.0,0 vs 2+,0,2,-2,2+ dias de diferença (0 vs 2+),1,1
0022400129,DAL,Dallas Mavericks,2024-10-31,DAL vs. HOU,0,102,0.459,0.333,0.7,-6,10,21,10,1,HOU,2024-10-29,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400153,DAL,Dallas Mavericks,2024-11-03,DAL vs. ORL,1,108,0.494,0.313,0.609,23,12,25,19,1,ORL,2024-10-31,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400165,DAL,Dallas Mavericks,2024-11-04,DAL vs. IND,0,127,0.517,0.417,0.8,-7,5,29,9,1,IND,2024-11-03,0.0,0,2+,2.0,0 vs 2+,0,2,-2,2+ dias de diferença (0 vs 2+),1,1
0022400176,DAL,Dallas Mavericks,2024-11-06,DAL vs. CHI,1,119,0.484,0.316,0.81,20,9,33,15,1,CHI,2024-11-04,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400190,DAL,Dallas Mavericks,2024-11-08,DAL vs. PHX,0,113,0.513,0.333,0.909,-1,8,18,11,1,PHX,2024-11-06,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400208,DAL,Dallas Mavericks,2024-11-10,DAL @ DEN,0,120,0.533,0.303,0.737,-2,10,29,10,0,DEN,2024-11-08,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400007,DAL,Dallas Mavericks,2024-11-12,DAL @ GSW,0,117,0.524,0.324,0.75,-3,8,26,18,0,GSW,2024-11-10,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400228,DAL,Dallas Mavericks,2024-11-14,DAL @ UTA,0,113,0.506,0.308,0.75,-2,11,25,17,0,UTA,2024-11-12,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400232,DAL,Dallas Mavericks,2024-11-16,DAL vs. SAS,1,110,0.468,0.258,0.778,17,13,26,15,1,SAS,2024-11-14,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400242,DAL,Dallas Mavericks,2024-11-17,DAL @ OKC,1,121,0.476,0.407,0.833,2,18,18,16,0,OKC,2024-11-16,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400024,DAL,Dallas Mavericks,2024-11-19,DAL vs. NOP,1,132,0.521,0.452,0.8,41,14,26,12,1,NOP,2024-11-17,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400033,DAL,Dallas Mavericks,2024-11-22,DAL @ DEN,1,123,0.505,0.37,0.778,3,12,24,13,0,DEN,2024-11-19,2.0,2+,2+,2.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400273,DAL,Dallas Mavericks,2024-11-24,DAL @ MIA,0,118,0.419,0.25,0.8,-5,15,29,14,0,MIA,2024-11-22,1.0,1,2+,5.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400280,DAL,Dallas Mavericks,2024-11-25,DAL @ ATL,1,129,0.5,0.457,0.864,10,10,24,18,0,ATL,2024-11-24,0.0,0,2+,2.0,0 vs 2+,0,2,-2,2+ dias de diferença (0 vs 2+),1,1
0022400292,DAL,Dallas Mavericks,2024-11-27,DAL vs. NYK,1,129,0.565,0.515,0.762,15,10,27,13,1,NYK,2024-11-25,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400304,DAL,Dallas Mavericks,2024-11-30,DAL @ UTA,1,106,0.456,0.385,0.6,12,12,30,15,0,UTA,2024-11-27,2.0,2+,2+,2.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400312,DAL,Dallas Mavericks,2024-12-01,DAL @ POR,1,137,0.552,0.5,0.793,6,8,33,13,0,POR,2024-11-30,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400056,DAL,Dallas Mavericks,2024-12-03,DAL vs. MEM,1,121,0.481,0.406,0.682,5,14,24,25,1,MEM,2024-12-01,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400326,DAL,Dallas Mavericks,2024-12-05,DAL @ WAS,1,137,0.539,0.526,0.778,36,13,27,16,0,WAS,2024-12-03,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400344,DAL,Dallas Mavericks,2024-12-07,DAL @ TOR,1,125,0.469,0.378,0.865,7,14,21,18,0,TOR,2024-12-05,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022401203,DAL,Dallas Mavericks,2024-12-10,DAL @ OKC,0,104,0.475,0.417,0.684,-14,7,25,19,0,OKC,2024-12-07,2.0,2+,2+,2.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022401228,DAL,Dallas Mavericks,2024-12-15,DAL @ GSW,1,143,0.598,0.512,0.72,10,10,36,16,0,GSW,2024-12-10,4.0,2+,2+,3.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400368,DAL,Dallas Mavericks,2024-12-19,DAL vs. LAC,0,95,0.395,0.233,0.714,-23,8,21,13,1,LAC,2024-12-15,3.0,2+,2+,2.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400385,DAL,Dallas Mavericks,2024-12-21,DAL vs. LAC,1,113,0.455,0.4,0.864,16,11,25,13,1,LAC,2024-12-19,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400401,DAL,Dallas Mavericks,2024-12-23,DAL vs. POR,1,132,0.533,0.333,0.706,24,13,27,11,1,POR,2024-12-21,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400406,DAL,Dallas Mavericks,2024-12-25,DAL vs. MIN,0,99,0.414,0.372,1.0,-6,11,15,13,1,MIN,2024-12-23,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400425,DAL,Dallas Mavericks,2024-12-27,DAL @ PHX,1,98,0.438,0.353,0.941,9,7,24,15,0,PHX,2024-12-25,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400434,DAL,Dallas Mavericks,2024-12-28,DAL @ POR,0,122,0.483,0.395,0.808,-4,10,20,13,0,POR,2024-12-27,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400448,DAL,Dallas Mavericks,2024-12-30,DAL @ SAC,0,100,0.421,0.387,0.828,-10,2,17,18,0,SAC,2024-12-28,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400460,DAL,Dallas Mavericks,2025-01-01,DAL @ HOU,0,99,0.533,0.393,0.5,-11,6,19,20,0,HOU,2024-12-30,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400474,DAL,Dallas Mavericks,2025-01-03,DAL vs. CLE,0,122,0.43,0.273,0.8,-12,21,29,12,1,CLE,2025-01-01,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400499,DAL,Dallas Mavericks,2025-01-06,DAL @ MEM,0,104,0.408,0.361,0.733,-15,13,25,15,0,MEM,2025-01-03,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400504,DAL,Dallas Mavericks,2025-01-07,DAL vs. LAL,1,118,0.523,0.474,0.714,21,11,29,13,1,LAL,2025-01-06,0.0,0,1,1.0,0 vs 1,0,1,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),1,1
0022400521,DAL,Dallas Mavericks,2025-01-09,DAL vs. POR,1,117,0.455,0.333,0.9,6,16,26,14,1,POR,2025-01-07,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400540,DAL,Dallas Mavericks,2025-01-12,DAL vs. DEN,0,101,0.412,0.353,0.76,-11,8,27,12,1,DEN,2025-01-09,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400559,DAL,Dallas Mavericks,2025-01-14,DAL vs. DEN,0,99,0.422,0.281,0.636,-19,8,27,12,1,DEN,2025-01-12,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400566,DAL,Dallas Mavericks,2025-01-15,DAL @ NOP,0,116,0.478,0.343,0.72,-3,8,27,17,0,NOP,2025-01-14,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022400583,DAL,Dallas Mavericks,2025-01-17,DAL vs. OKC,1,106,0.493,0.39,0.727,8,6,25,17,1,OKC,2025-01-15,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400599,DAL,Dallas Mavericks,2025-01-20,DAL @ CHA,0,105,0.432,0.188,0.885,-5,16,19,14,0,CHA,2025-01-17,2.0,2+,2+,2.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400614,DAL,Dallas Mavericks,2025-01-22,DAL vs. MIN,0,114,0.5,0.276,0.842,-1,7,24,15,1,MIN,2025-01-20,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400625,DAL,Dallas Mavericks,2025-01-23,DAL @ OKC,1,121,0.527,0.452,0.806,6,8,25,20,0,OKC,2025-01-22,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022400635,DAL,Dallas Mavericks,2025-01-25,DAL vs. BOS,0,107,0.443,0.364,0.75,-15,13,18,13,1,BOS,2025-01-23,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400657,DAL,Dallas Mavericks,2025-01-27,DAL vs. WAS,1,130,0.533,0.444,0.706,22,13,39,12,1,WAS,2025-01-25,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400670,DAL,Dallas Mavericks,2025-01-29,DAL @ NOP,1,137,0.542,0.465,0.765,1,16,30,19,0,NOP,2025-01-27,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400680,DAL,Dallas Mavericks,2025-01-31,DAL @ DET,0,102,0.425,0.333,0.81,-15,16,20,18,0,DET,2025-01-29,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400696,DAL,Dallas Mavericks,2025-02-02,DAL @ CLE,0,101,0.388,0.209,0.8,-43,10,22,9,0,CLE,2025-01-31,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400712,DAL,Dallas Mavericks,2025-02-04,DAL @ PHI,0,116,0.471,0.333,0.806,-2,15,24,12,0,PHI,2025-02-02,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400728,DAL,Dallas Mavericks,2025-02-06,DAL @ BOS,1,127,0.557,0.455,0.778,7,8,32,11,0,BOS,2025-02-04,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400741,DAL,Dallas Mavericks,2025-02-08,DAL vs. HOU,1,116,0.47,0.522,0.765,11,12,22,6,1,HOU,2025-02-06,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400762,DAL,Dallas Mavericks,2025-02-10,DAL vs. SAC,0,128,0.516,0.405,0.625,-1,5,31,13,1,SAC,2025-02-08,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400782,DAL,Dallas Mavericks,2025-02-12,DAL vs. GSW,1,111,0.483,0.417,0.8,4,9,20,15,1,GSW,2025-02-10,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400786,DAL,Dallas Mavericks,2025-02-13,DAL vs. MIA,1,118,0.511,0.361,0.813,5,11,28,14,1,MIA,2025-02-12,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022400803,DAL,Dallas Mavericks,2025-02-21,DAL vs. NOP,1,111,0.43,0.364,0.778,8,8,28,14,1,NOP,2025-02-13,7.0,2+,2+,7.0,2+ vs 2+,2,2,0,Descanso igual,0,0
0022400812,DAL,Dallas Mavericks,2025-02-23,DAL @ GSW,0,102,0.463,0.406,0.684,-24,7,24,18,0,GSW,2025-02-21,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400835,DAL,Dallas Mavericks,2025-02-25,DAL @ LAL,0,99,0.357,0.386,0.923,-8,14,23,12,0,LAL,2025-02-23,1.0,1,2+,2.0,1 vs 2+,1,2,-1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400847,DAL,Dallas Mavericks,2025-02-27,DAL vs. CHA,1,103,0.412,0.306,0.75,7,10,23,9,1,CHA,2025-02-25,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400865,DAL,Dallas Mavericks,2025-03-01,DAL vs. MIL,0,117,0.473,0.275,0.8,-15,8,25,11,1,MIL,2025-02-27,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400880,DAL,Dallas Mavericks,2025-03-03,DAL vs. SAC,0,98,0.455,0.269,0.875,-24,7,28,14,1,SAC,2025-03-01,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400897,DAL,Dallas Mavericks,2025-03-05,DAL @ MIL,0,107,0.459,0.333,0.4,-30,5,30,10,0,MIL,2025-03-03,1.0,1,0,0.0,1 vs 0,1,0,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
0022400906,DAL,Dallas Mavericks,2025-03-07,DAL vs. MEM,0,111,0.385,0.366,0.917,-11,11,24,12,1,MEM,2025-03-05,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400921,DAL,Dallas Mavericks,2025-03-09,DAL vs. PHX,0,116,0.489,0.405,0.813,-9,5,29,7,1,PHX,2025-03-07,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400937,DAL,Dallas Mavericks,2025-03-10,DAL @ SAS,1,133,0.534,0.316,0.9,4,10,25,11,0,SAS,2025-03-09,0.0,0,0,0.0,0 vs 0,0,0,0,Descanso igual,1,0
0022400951,DAL,Dallas Mavericks,2025-03-12,DAL @ SAS,0,116,0.556,0.406,0.765,-10,3,30,18,0,SAS,2025-03-10,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400961,DAL,Dallas Mavericks,2025-03-14,DAL @ HOU,0,96,0.415,0.364,0.833,-37,6,14,8,0,HOU,2025-03-12,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400976,DAL,Dallas Mavericks,2025-03-16,DAL vs. PHI,0,125,0.529,0.294,0.767,-5,10,26,15,1,PHI,2025-03-14,1.0,1,1,1.0,1 vs 1,1,1,0,Descanso igual,0,0
0022400998,DAL,Dallas Mavericks,2025-03-19,DAL @ IND,0,131,0.545,0.407,0.75,-4,7,23,13,0,IND,2025-03-16,2.0,2+,1,1.0,2+ vs 1,2,1,1,1 dia de diferença (0 vs 1 / 1 vs 2+),0,0
